Pincode,District,StateName,Latitude,Longitude
515631,ANANTAPUR,ANDHRA PRADESH,14.5689,77.85624
515581,ANANTAPUR,ANDHRA PRADESH,14.2488,78.2588
515571,ANANTAPUR,ANDHRA PRADESH,13.9226755,78.2011756
515311,ANANTAPUR,ANDHRA PRADESH,13.805102,77.043902
515281,ANANTAPUR,ANDHRA PRADESH,14.128106,76.980106
515241,ANANTAPUR,ANDHRA PRADESH,13.96,77.68
534176,WEST GODAVARI,ANDHRA PRADESH,16.6286,80.5841
813105,BANKA,BIHAR,84.527,24.239
813203,BHAGALPUR,BIHAR,87.2628853,25.2987632
853202,BHAGALPUR,BIHAR,25.366,84.258
813222,BHAGALPUR,BIHAR,24.623,84.714
812005,BHAGALPUR,BIHAR,25.369,86.369
853203,BHAGALPUR,BIHAR,25.4067,6.8052
812006,BHAGALPUR,BIHAR,24.222,86.365
853204,MADHEPURA,BIHAR,25.2153,86.9362
813209,BHAGALPUR,BIHAR,25.3285,87.5132
530052,VISAKHAPATANAM,ANDHRA PRADESH,17.89,83.34
515871,ANANTAPUR,ANDHRA PRADESH,14.95,76.41
515842,ANANTAPUR,ANDHRA PRADESH,15.67,77.41
515803,ANANTAPUR,ANDHRA PRADESH,14.68,77.61
515775,ANANTAPUR,ANDHRA PRADESH,15.03,77.46
515405,ANANTAPUR,ANDHRA PRADESH,15.02,77.67
515865,ANANTAPUR,ANDHRA PRADESH,14.85,76.86
515455,ANANTAPUR,ANDHRA PRADESH,14.93,77.58
515611,ANANTAPUR,ANDHRA PRADESH,15.32,77.19
515867,ANANTAPUR,ANDHRA PRADESH,14.15,75.81
515812,ANANTAPUR,ANDHRA PRADESH,15.4,77.53
515832,ANANTAPUR,ANDHRA PRADESH,15.49,77.22
515870,ANANTAPUR,ANDHRA PRADESH,15.05,77.17
531173,VISAKHAPATANAM,ANDHRA PRADESH,17.86,83.24
531219,VISAKHAPATANAM,ANDHRA PRADESH,17.99,83.29
853205,BHAGALPUR,BIHAR,24.306,86.035
813210,BHAGALPUR,BIHAR,25.302,87.201
813108,BHAGALPUR,BIHAR,24.8832,86.9267
813212,BANKA,BIHAR,86.123,22.154
515101,ANANTAPUR,ANDHRA PRADESH,14.23,77.63
503186,NIZAMABAD,TELANGANA,18.6845544,78.0773742
503180,NIZAMABAD,TELANGANA,18.5329923,77.618717
503187,KAMAREDDY,TELANGANA,18.3096558,77.9466324
503101,KAMAREDDY,TELANGANA,18.2108201,78.4853495
503125,KAMAREDDY,TELANGANA,18.2127127,78.549741
503112,KAMAREDDY,TELANGANA,18.3258076,78.390802
344704,BARMER,RAJASTHAN,24.98773,71.32367
344032,BARMER,RAJASTHAN,26.105107,72.175883
342002,JODHPUR,RAJASTHAN,26.243,73.021
344706,BARMER,RAJASTHAN,24.803237,71.218754
503124,KAMAREDDY,TELANGANA,18.1745669,78.1611606
503309,KAMAREDDY,TELANGANA,18.5170016,77.7086999
503108,KAMAREDDY,TELANGANA,18.1057875,78.0782538
503302,KAMAREDDY,TELANGANA,18.2258833,77.967685
503201,NIZAMABAD,TELANGANA,18.508287,77.970239
503306,KAMAREDDY,TELANGANA,18.4344583,77.7564916
503123,KAMAREDDY,TELANGANA,18.2673626,78.4995897
503102,KAMAREDDY,TELANGANA,18.41245,78.689513
516129,Y.S.R.,ANDHRA PRADESH,13.9,79
516237,Y.S.R.,ANDHRA PRADESH,14.49,78.91
516130,Y.S.R.,ANDHRA PRADESH,13.91,78.94
516151,Y.S.R.,ANDHRA PRADESH,14.3394519,79.2368327
147111,PATIALA,PUNJAB,30.2204,76.4964
788162,HAILAKANDI,ASSAM,24.55,92.59
788150,HAILAKANDI,ASSAM,24.76,92.59
788801,HAILAKANDI,ASSAM,28.61,80.08
788161,HAILAKANDI,ASSAM,24.45,92.55
788152,HAILAKANDI,ASSAM,24.08,92.15
788155,HAILAKANDI,ASSAM,24.68,92.56
503310,KAMAREDDY,TELANGANA,18.2892081,77.7583006
503110,KAMAREDDY,TELANGANA,18.171855,78.25187
503145,KAMAREDDY,TELANGANA,18.44509,78.240281
503120,KAMAREDDY,TELANGANA,18.2792248,78.2341277
503235,NIZAMABAD,TELANGANA,18.7618413,77.9210267
503321,KAMAREDDY,TELANGANA,18.4491407,77.8153681
503185,NIZAMABAD,TELANGANA,18.6010736,77.9141242
503230,NIZAMABAD,TELANGANA,18.647018,78.133392
503202,NIZAMABAD,TELANGANA,18.6937116,78.052145
503246,NIZAMABAD,TELANGANA,18.8111298,78.0629922
503305,KAMAREDDY,TELANGANA,18.33335,77.6983916
273001,GORAKHPUR,UTTAR PRADESH,26.7606,83.3732
505186,PEDDAPALLI,TELANGANA,18.4676183,79.2467683
505153,PEDDAPALLI,TELANGANA,18.463131,79.5066198
505162,PEDDAPALLI,TELANGANA,18.5451295,79.4288607
505152,PEDDAPALLI,TELANGANA,18.4244906,79.4309151
505514,PEDDAPALLI,TELANGANA,18.7727901,79.3054696
505187,PEDDAPALLI,TELANGANA,18.6941516,79.2989033
505212,PEDDAPALLI,TELANGANA,18.5670611,79.5783635
505525,PEDDAPALLI,TELANGANA,18.5838484,79.2742354
505209,PEDDAPALLI,TELANGANA,18.7689283,79.5234681
505188,PEDDAPALLI,TELANGANA,18.6673368,79.514244
505122,KARIMNAGAR,TELANGANA,18.2584516,79.5357133
505498,KARIMNAGAR,TELANGANA,18.1982602,79.4410683
501505,RANGA REDDY,TELANGANA,17.301362,78.60885
813207,BANKA,BIHAR,24.9325,86.6762
813110,BANKA,BIHAR,87.0948,24.85533
813109,BANKA,BIHAR,24.207,86.259
813107,BANKA,BIHAR,24.201,86.248
813211,BANKA,BIHAR,25.0598,86.8389
522658,GUNTUR,ANDHRA PRADESH,16.2061,79.802
522614,GUNTUR,ANDHRA PRADESH,16.3455,79.7379
344011,BARMER,RAJASTHAN,25.89007,71.150607
342304,JODHPUR,RAJASTHAN,26.405837,73.010046
142049,MOGA,PUNJAB,30.6389875,74.9985706
503207,NIZAMABAD,TELANGANA,18.5509461,77.7873264
851210,BEGUSARAI,BIHAR,25.416675,86.129379
851127,BEGUSARAI,BIHAR,25.416675,86.129379
534239,WEST GODAVARI,ANDHRA PRADESH,16.467452,81.509242
534237,WEST GODAVARI,ANDHRA PRADESH,16.526313,81.396005
534247,WEST GODAVARI,ANDHRA PRADESH,16.577316,81.645632
534202,WEST GODAVARI,ANDHRA PRADESH,16.545316,81.513696
534243,WEST GODAVARI,ANDHRA PRADESH,16.515402,81.595626
534199,WEST GODAVARI,ANDHRA PRADESH,16.579162,81.430645
848201,BEGUSARAI,BIHAR,25.416675,86.129379
534134,WEST GODAVARI,ANDHRA PRADESH,16.7,81.59
502284,SANGAREDDY,TELANGANA,17.59,78.12
851113,BEGUSARAI,BIHAR,25.416675,86.129379
851111,BEGUSARAI,BIHAR,25.416675,86.129379
851112,BEGUSARAI,BIHAR,25.5000532,86.0402129
503301,KAMAREDDY,TELANGANA,18.4539589,77.877045
503206,NIZAMABAD,TELANGANA,18.5981949,77.94845
503245,NIZAMABAD,TELANGANA,18.7942533,77.9778283
585447,BIDAR,KARNATAKA,17.8155,76.7971
585404,BIDAR,KARNATAKA,17.6258,78.5955
151214,FARIDKOT,PUNJAB,30.790411,74.699154
503114,KAMAREDDY,TELANGANA,18.35771,78.1409383
503144,KAMAREDDY,TELANGANA,18.4168236,78.4215379
503122,KAMAREDDY,TELANGANA,18.2231027,78.0036348
507204,KHAMMAM,TELANGANA,16.9638551,80.3254796
507169,KHAMMAM,TELANGANA,17.02024,80.07173
507208,KHAMMAM,TELANGANA,17.1246942,80.2084123
507002,KHAMMAM,TELANGANA,17.48585,80.14456
507168,KHAMMAM,TELANGANA,17.3309909,80.4402834
507003,KHAMMAM,TELANGANA,17.1937525,80.1421515
507158,KHAMMAM,TELANGANA,17.1498471,80.066055
507209,KHAMMAM,TELANGANA,17.200012,80.549988
507122,KHAMMAM,TELANGANA,17.4827,80.30275
851120,BEGUSARAI,BIHAR,25.416675,86.129379
848204,BEGUSARAI,BIHAR,25.416675,86.129379
851204,BEGUSARAI,BIHAR,25.511152,86.476908
851211,BEGUSARAI,BIHAR,25.4821051,86.2975149
847451,SUPAUL,BIHAR,26.2899113,86.8220341
851128,BEGUSARAI,BIHAR,25.416675,86.129379
534238,WEST GODAVARI,ANDHRA PRADESH,16.605931,81.621318
534240,WEST GODAVARI,ANDHRA PRADESH,16.611914,81.661038
534206,WEST GODAVARI,ANDHRA PRADESH,16.540798,81.456737
534210,WEST GODAVARI,ANDHRA PRADESH,16.571747,81.534958
472445,Niwari,MADHYA PRADESH,24.7931,80.1856
851213,KHAGARIA,BIHAR,25.511152,86.476908
851214,KHAGARIA,BIHAR,25.511152,86.476908
851201,KHAGARIA,BIHAR,25.511152,86.476908
515231,ANANTAPUR,ANDHRA PRADESH,14.04,77.81
515271,ANANTAPUR,ANDHRA PRADESH,13.975403,77.104403
515164,ANANTAPUR,ANDHRA PRADESH,14.0798861,77.6022051
515212,ANANTAPUR,ANDHRA PRADESH,13.828926,77.493284
515303,ANANTAPUR,ANDHRA PRADESH,13.9402898,77.2717067
515556,ANANTAPUR,ANDHRA PRADESH,13.91,78.08
515661,ANANTAPUR,ANDHRA PRADESH,14.48,77.8
515672,ANANTAPUR,ANDHRA PRADESH,14.42,77.72
515521,ANANTAPUR,ANDHRA PRADESH,14.03,78.33
783135,SOUTH SALMARA MANCACHAR,ASSAM,25.431379,89.54179
827016,BOKARO,JHARKHAND,23.6575,86.1392
515591,ANANTAPUR,ANDHRA PRADESH,14.09,78.17
515641,ANANTAPUR,ANDHRA PRADESH,14.42,77.57
515531,ANANTAPUR,ANDHRA PRADESH,14.1113,77.9219
515541,ANANTAPUR,ANDHRA PRADESH,14.1996,77.801
515511,ANANTAPUR,ANDHRA PRADESH,14.348,77.995
515551,ANANTAPUR,ANDHRA PRADESH,13.986,78.185
515154,ANANTAPUR,ANDHRA PRADESH,14.1998,77.8012
515501,ANANTAPUR,ANDHRA PRADESH,14.233,78.094
515341,ANANTAPUR,ANDHRA PRADESH,13.84,77.69
515286,ANANTAPUR,ANDHRA PRADESH,14.0272,76.9933
515144,ANANTAPUR,ANDHRA PRADESH,14.22,77.81
505129,KARIMNAGAR,TELANGANA,18.3266963,79.4079001
505470,KARIMNAGAR,TELANGANA,18.3320233,79.31671
505505,KARIMNAGAR,TELANGANA,18.4698287,79.2947145
505474,KARIMNAGAR,TELANGANA,18.2683149,79.2478833
505475,KARIMNAGAR,TELANGANA,18.36509,79.5383633
505502,KARIMNAGAR,TELANGANA,18.3600431,79.4164577
505490,KARIMNAGAR,TELANGANA,18.2639233,79.3362383
505472,SIDDIPET,TELANGANA,18.1751416,79.2307816
505101,KARIMNAGAR,TELANGANA,18.1808233,79.4472249
505480,KARIMNAGAR,TELANGANA,18.1634766,79.3638483
754031,CUTTACK,ODISHA,20.4101233,85.2988016
754028,CUTTACK,ODISHA,20.600541,85.8875532
754027,CUTTACK,ODISHA,20.5135334,85.8448849
754037,CUTTACK,ODISHA,20.4330375,85.1603941
754022,CUTTACK,ODISHA,20.658058,85.9198744
754290,CUTTACK,ODISHA,20.564601,86.116651
505497,WARANGAL URBAN,TELANGANA,18.0843233,79.3851933
505102,WARANGAL URBAN,TELANGANA,18.1604166,79.4989466
505471,WARANGAL URBAN,TELANGANA,18.062805,79.34626
505476,WARANGAL URBAN,TELANGANA,18.1404731,79.4478562
515133,ANANTAPUR,ANDHRA PRADESH,14.1114,77.9221
515159,ANANTAPUR,ANDHRA PRADESH,14.19,77.81
515651,ANANTAPUR,ANDHRA PRADESH,14.3358,77.719
141114,LUDHIANA,PUNJAB,30.8607,76.1863
825103,CHATRA,JHARKHAND,24.058439,84.9371
829143,RAMGARH,JHARKHAND,23.6393,85.3188
824304,AURANGABAD,BIHAR,25.5689,84.09579
802204,BHOJPUR,BIHAR,25.245595,84.390026
802158,BHOJPUR,BIHAR,25.526374,84.319455
523264,PRAKASAM,ANDHRA PRADESH,15.765534,79.818455
523263,PRAKASAM,ANDHRA PRADESH,15.709129,79.944137
524221,SPSR NELLORE,ANDHRA PRADESH,14.472835,79.899409
524240,SPSR NELLORE,ANDHRA PRADESH,14.153986,79.800256
524152,SPSR NELLORE,ANDHRA PRADESH,14.763801,80.036726
524222,SPSR NELLORE,ANDHRA PRADESH,14.859439,79.367323
524236,SPSR NELLORE,ANDHRA PRADESH,14.978575,79.373658
523262,PRAKASAM,ANDHRA PRADESH,15.578951,80.078444
524223,SPSR NELLORE,ANDHRA PRADESH,14.909472,79.86491
524224,SPSR NELLORE,ANDHRA PRADESH,14.90386,79.683887
524239,SPSR NELLORE,ANDHRA PRADESH,14.818652,79.922768
813213,BHAGALPUR,BIHAR,84.425,24.147
822123,PALAMU,JHARKHAND,24.19254,84.35026
531022,VISAKHAPATANAM,ANDHRA PRADESH,17.235568,82.404842
822132,PALAMU,JHARKHAND,24.32825,83.95193
444602,AMRAVATI,MAHARASHTRA,20.907,77.6026
516329,Y.S.R.,ANDHRA PRADESH,14.3923581,78.480938
516293,Y.S.R.,ANDHRA PRADESH,14.5757882,78.7384084
516321,Y.S.R.,ANDHRA PRADESH,14.43567,78.4445583
531149,VISAKHAPATANAM,ANDHRA PRADESH,18.3084283,82.990625
524300,SPSR NELLORE,ANDHRA PRADESH,14.4948518,79.3110859
524142,SPSR NELLORE,ANDHRA PRADESH,16.51269,80.112847
852161,KHAGARIA,BIHAR,25.511152,86.476908
534208,WEST GODAVARI,ANDHRA PRADESH,16.485133,81.48831
534204,WEST GODAVARI,ANDHRA PRADESH,16.536415,81.492427
534207,WEST GODAVARI,ANDHRA PRADESH,16.491681,81.616659
851118,BEGUSARAI,BIHAR,25.416675,86.129379
788163,HAILAKANDI,ASSAM,24.56,92.64
788165,HAILAKANDI,ASSAM,24.4,92.56
788734,KARIMGANJ,ASSAM,24.54879,92.42768
788736,KARIMGANJ,ASSAM,24.5,92.43
788737,KARIMGANJ,ASSAM,24.75,92.34
788166,KARIMGANJ,ASSAM,24.201542,92.124523
788735,KARIMGANJ,ASSAM,24.81,92.77
788156,KARIMGANJ,ASSAM,24.64,92.48
515445,ANANTAPUR,ANDHRA PRADESH,14.91,77.971
515002,ANANTAPUR,ANDHRA PRADESH,14.65,77.54
825405,HAZARIBAGH,JHARKHAND,24.2351102,85.5175057
533290,EAST GODAVARI,ANDHRA PRADESH,17.2097,81.79496
754025,CUTTACK,ODISHA,20.5205597,86.0026023
802205,ROHTAS,BIHAR,25.182085,84.348436
768033,BARGARH,ODISHA,63.22719,115.37589
788806,KARIMGANJ,ASSAM,24.87,92.56
788723,KARIMGANJ,ASSAM,24.68,92.34
788733,KARIMGANJ,ASSAM,24.59,92.39
788701,KARIMGANJ,ASSAM,24.55,92.82
788725,KARIMGANJ,ASSAM,24.94,92.73
788726,KARIMGANJ,ASSAM,24.48,92.32
788728,KARIMGANJ,ASSAM,24.41,92.3
147007,PATIALA,PUNJAB,30.2549,76.2993
140402,PATIALA,PUNJAB,30.483997,76.593948
333517,JHUNJHUNU,RAJASTHAN,28.140323,75.761827
847122,MADHUBANI,BIHAR,25.7362,86.0642
331027,JHUNJHUNU,RAJASTHAN,28.333595,75.882112
333020,JHUNJHUNU,RAJASTHAN,28.227197,75.17853
333055,JHUNJHUNU,RAJASTHAN,28.274024,75.751479
759151,DHENKANAL,ODISHA,21.130935,85.168192
201001,GHAZIABAD,UTTAR PRADESH,28.6556,77.4277
847227,MADHUBANI,BIHAR,26.2566339,86.0835682
847232,MADHUBANI,BIHAR,26.5883988,26.5883988
847421,MADHUBANI,BIHAR,26.3468544,86.0715474
847231,MADHUBANI,BIHAR,26.3178033,86.1522827
847214,MADHUBANI,BIHAR,26.4626396,86.0606074
503003,NIZAMABAD,TELANGANA,18.6772001,78.1030458
575009,DAKSHINA KANNADA,KARNATAKA,12.853372,74.878526
141110,LUDHIANA,PUNJAB,30.907711,75.650964
802183,BHOJPUR,BIHAR,25.737983,83.09653
802313,BHOJPUR,BIHAR,25.594743,84.692755
802206,BHOJPUR,BIHAR,25.444909,84.69249
802314,BHOJPUR,BIHAR,25.564876,84.596913
802159,BHOJPUR,BIHAR,25.37912,84.4068
847301,SAMASTIPUR,BIHAR,25.7813,86.152
282001,AGRA,UTTAR PRADESH,27.1651847,78.0119017
516213,Y.S.R.,ANDHRA PRADESH,14.3974172,79.0244217
781320,BAKSA,ASSAM,26.6424,91.0925
781367,BAKSA,ASSAM,26.60669,91.58147
781377,BAKSA,ASSAM,26.4447778,91.438
781371,BARPETA,ASSAM,26.4748888,91.2690833
788117,CACHAR,ASSAM,24.68,92.73
788817,CACHAR,ASSAM,24.44,92.29
788113,CACHAR,ASSAM,24.65,92.69
788802,CACHAR,ASSAM,24.86099,92.5966
383002,SABAR KANTHA,GUJARAT,23.6093,72.949
383422,SABAR KANTHA,GUJARAT,24.336149,73.125996
343029,JALORE,RAJASTHAN,26.92,75.8
382430,AHMADABAD,GUJARAT,23.0279349,72.6817017
847104,DARBHANGA,BIHAR,25.5515,84.9752
847302,DARBHANGA,BIHAR,25.7666,85.399
846003,DARBHANGA,BIHAR,25.5974,85.3407
384330,MAHESANA,GUJARAT,23.979529,72.713685
494230,KONDAGAON,CHHATTISGARH,19.9647,81.7502
141008,LUDHIANA,PUNJAB,30.5725,75.4938
504204,MANCHERIAL,TELANGANA,19.6667,78.5333
504201,MANCHERIAL,TELANGANA,18.85585,79.800873
504294,KUMURAM BHEEM ASIFABAD,TELANGANA,18.953795,79.5315398
504302,MANCHERIAL,TELANGANA,18.8519091,79.5069436
504206,MANCHERIAL,TELANGANA,18.9922806,79.1552013
504207,MANCHERIAL,TELANGANA,18.9136171,79.2535725
504216,MANCHERIAL,TELANGANA,18.849405,79.5842629
504205,MANCHERIAL,TELANGANA,19.1188949,78.9989734
504231,MANCHERIAL,TELANGANA,18.9871177,79.4791434
504214,MANCHERIAL,TELANGANA,19.0384964,79.7455956
504215,MANCHERIAL,TELANGANA,18.9619866,79.2281974
504209,MANCHERIAL,TELANGANA,18.8697833,79.3837949
504219,KUMURAM BHEEM ASIFABAD,TELANGANA,19.0717577,79.6319636
503307,NIZAMABAD,TELANGANA,18.7189883,78.5037766
503165,NIZAMABAD,TELANGANA,18.60509,78.4277983
503175,NIZAMABAD,TELANGANA,18.5874739,78.1917957
503164,NIZAMABAD,TELANGANA,18.5454757,78.2419318
515561,ANANTAPUR,ANDHRA PRADESH,14.0142,77.9942
506342,WARANGAL RURAL,TELANGANA,18.01794,79.76464
507210,MAHABUBABAD,TELANGANA,17.48585,80.14456
847204,DARBHANGA,BIHAR,25.6023,87.4382
847427,DARBHANGA,BIHAR,25.9564,86.2284
495116,BILASPUR,CHHATTISGARH,22.537429,82.067952
495004,BILASPUR,CHHATTISGARH,22.020462,82.212142
788816,CACHAR,ASSAM,25,92.46
784171,Biswanath,ASSAM,26.85353,93.47975
784149,SONITPUR,ASSAM,26.620828,92.799014
516193,Y.S.R.,ANDHRA PRADESH,15.01,78.97
516003,Y.S.R.,ANDHRA PRADESH,14.5,78.79
516269,Y.S.R.,ANDHRA PRADESH,14.03,78.86
516215,Y.S.R.,ANDHRA PRADESH,13.91,78.74
516002,Y.S.R.,ANDHRA PRADESH,14.4892395,78.8925643
516505,Y.S.R.,ANDHRA PRADESH,15.05,79.03
516268,Y.S.R.,ANDHRA PRADESH,14.2,78.93
516105,Y.S.R.,ANDHRA PRADESH,13.99,79.31
516501,Y.S.R.,ANDHRA PRADESH,14.58,79.04
516128,Y.S.R.,ANDHRA PRADESH,14.23,79.26
516101,Y.S.R.,ANDHRA PRADESH,14.16,79.66
494347,KONDAGAON,CHHATTISGARH,19.3813,81.8231
494237,KONDAGAON,CHHATTISGARH,19.523,81.6214
494010,BASTAR,CHHATTISGARH,19.1402,81.659
503308,NIZAMABAD,TELANGANA,18.835245,78.510708
503218,NIZAMABAD,TELANGANA,18.835245,78.510708
503213,NIZAMABAD,TELANGANA,18.8193066,78.1395166
516247,Y.S.R.,ANDHRA PRADESH,14.4714393,78.8198271
516126,Y.S.R.,ANDHRA PRADESH,14.18,79.13
516152,Y.S.R.,ANDHRA PRADESH,14.3324162,79.0675812
516150,Y.S.R.,ANDHRA PRADESH,14.2283985,79.1673751
495224,BILASPUR,CHHATTISGARH,21.878069,82.144164
495112,BILASPUR,CHHATTISGARH,22.21512,82.013465
495222,BILASPUR,CHHATTISGARH,21.976835,82.043438
495550,BILASPUR,CHHATTISGARH,22.129893,82.271909
495113,BILASPUR,CHHATTISGARH,22.28114,82.092458
847105,SAMASTIPUR,BIHAR,15.5934,85.7646
759147,ANUGUL,ODISHA,21.091666,85.08305556
822112,GARHWA,JHARKHAND,24.3824,83.5648
822129,GARHWA,JHARKHAND,24.38444,83.60122
822114,GARHWA,JHARKHAND,24.46152,83.49102
822133,GARHWA,JHARKHAND,24.18607,83.69334
822120,GARHWA,JHARKHAND,24.4224,83.8654
754023,JAJAPUR,ODISHA,20.6324325,86.0827244
754296,JAJAPUR,ODISHA,20.656315,86.1557
754024,JAJAPUR,ODISHA,20.6525733,86.075875
755013,JAJAPUR,ODISHA,20.7908926,86.4852329
160055,S.A.S Nagar,PUNJAB,30.7585,76.66
755043,JAJAPUR,ODISHA,20.8546399,86.2045789
755014,JAJAPUR,ODISHA,20.8514955,86.3649682
639103,TIRUCHIRAPPALLI,TAMIL NADU,10.84527778,78.59638889
754082,JAJAPUR,ODISHA,20.7218971,86.0065417
505425,Jagitial,TELANGANA,18.915505,79.1231
755016,KENDRAPARA,ODISHA,20.7192195,86.599013
754217,KENDRAPARA,ODISHA,20.5979002,86.6436263
754219,KENDRAPARA,ODISHA,20.1098516,85.3688166
754218,KENDRAPARA,ODISHA,20.600541,85.8875532
754253,KENDRAPARA,ODISHA,20.2346733,85.14022
754239,KENDRAPARA,ODISHA,20.6624666,86.56529
754208,KENDRAPARA,ODISHA,20.5246,86.337835
754292,KENDRAPARA,ODISHA,20.6243466,86.3199833
754222,KENDRAPARA,ODISHA,20.5904977,86.5193525
754240,KENDRAPARA,ODISHA,21.2603566,85.753085
754210,KENDRAPARA,ODISHA,20.4233233,86.334995
754289,KENDRAPARA,ODISHA,20.52906,86.2844967
754214,KENDRAPARA,ODISHA,20.647478,86.339466
754248,KENDRAPARA,ODISHA,20.7502916,86.861825
754244,KENDRAPARA,ODISHA,20.442641,86.445728
754216,KENDRAPARA,ODISHA,20.4921629,86.5645935
754223,KENDRAPARA,ODISHA,20.491141,86.363311
505529,Jagitial,TELANGANA,18.80743,78.980434
505460,Jagitial,TELANGANA,18.9219,78.777372
754295,CUTTACK,ODISHA,20.519606,85.6
754032,CUTTACK,ODISHA,20.4633096,85.1124248
802222,BHOJPUR,BIHAR,25.218526,84.490172
802162,BHOJPUR,BIHAR,25.528101,84.556992
533232,EAST GODAVARI,ANDHRA PRADESH,16.78821,81.88887
535525,VIZIANAGARAM,ANDHRA PRADESH,18.7181108,83.5285085
535005,VISAKHAPATANAM,ANDHRA PRADESH,18.020106,83.404737
515763,ANANTAPUR,ANDHRA PRADESH,14.59,77.09
515701,ANANTAPUR,ANDHRA PRADESH,14.721,77.712
755017,JAJAPUR,ODISHA,20.7334943,86.3301723
755018,JAJAPUR,ODISHA,20.9475201,85.9203137
754205,JAJAPUR,ODISHA,20.6729533,86.2444733
755036,JAJAPUR,ODISHA,20.8600161,86.5419727
755027,JAJAPUR,ODISHA,20.7636658,86.4077488
755003,JAJAPUR,ODISHA,20.6883787,86.3446401
822121,GARHWA,JHARKHAND,24.29454,83.4154
516401,Y.S.R.,ANDHRA PRADESH,14.634322,78.2339557
335522,HANUMANGARH,RAJASTHAN,28.930703,74.209623
495552,JANJGIR-CHAMPA,CHHATTISGARH,22.024464,82.423812
495559,JANJGIR-CHAMPA,CHHATTISGARH,22.153857,82.532112
495668,JANJGIR-CHAMPA,CHHATTISGARH,21.886349,82.578088
495669,JANJGIR-CHAMPA,CHHATTISGARH,22.03593,82.64248
515408,ANANTAPUR,ANDHRA PRADESH,15.1,77.25
515415,ANANTAPUR,ANDHRA PRADESH,15.01,78.02
515751,ANANTAPUR,ANDHRA PRADESH,14.53,77.84
533107,EAST GODAVARI,ANDHRA PRADESH,16.98166,81.83891
535260,VIZIANAGARAM,ANDHRA PRADESH,18.189568,83.314394
535126,VIZIANAGARAM,ANDHRA PRADESH,83.5602,18.5015
535124,VIZIANAGARAM,ANDHRA PRADESH,83.1033,18.0237
516349,Y.S.R.,ANDHRA PRADESH,14.33079,78.3016933
517194,CHITTOOR,ANDHRA PRADESH,13.67,79.17
517305,CHITTOOR,ANDHRA PRADESH,13.833313,78.682841
517152,CHITTOOR,ANDHRA PRADESH,13.528798,79.069402
517297,CHITTOOR,ANDHRA PRADESH,13.792234,78.675026
517213,CHITTOOR,ANDHRA PRADESH,13.862588,78.895574
517236,CHITTOOR,ANDHRA PRADESH,13.864269,78.809342
517234,CHITTOOR,ANDHRA PRADESH,13.51383,78.7937117
847304,DARBHANGA,BIHAR,25.8403,86.2118
847121,DARBHANGA,BIHAR,26.6035,86.1225
847107,DARBHANGA,BIHAR,25.2948,86.3167
846009,DARBHANGA,BIHAR,26.1074,86.0165
847115,DARBHANGA,BIHAR,26.1957,86.02388
847306,DARBHANGA,BIHAR,25.8642,85.8914
846005,DARBHANGA,BIHAR,26.5714,86.0903
847307,DARBHANGA,BIHAR,25.4063,85.3848
847337,DARBHANGA,BIHAR,25.9068,86.2956
846007,DARBHANGA,BIHAR,26.0054,85.9035
847123,DARBHANGA,BIHAR,25.4708,85.9258
847202,DARBHANGA,BIHAR,26.198944,74.143584
305813,AJMER,RAJASTHAN,26.3901,75.0903
305811,AJMER,RAJASTHAN,26.5839,74.7249
741123,NADIA,WEST BENGAL,23.49,88.63
305004,AJMER,RAJASTHAN,26.4641,74.6087
786003,DIBRUGARH,ASSAM,27.47,94.91
786184,DIBRUGARH,ASSAM,27.48,95.17
786004,DIBRUGARH,ASSAM,27.44,94.89
786101,DIBRUGARH,ASSAM,27.45,95.08
786602,DIBRUGARH,ASSAM,27.35,95.32
786614,DIBRUGARH,ASSAM,27.28,95.24
786001,DIBRUGARH,ASSAM,27.46,95.32
785676,DIBRUGARH,ASSAM,27.27,94.89
785675,DIBRUGARH,ASSAM,27.26,94.88
786010,DIBRUGARH,ASSAM,27.45,95
786012,DIBRUGARH,ASSAM,27.48,95.02
786610,DIBRUGARH,ASSAM,27.28,95.24
786621,DIBRUGARH,ASSAM,27.18,95.34
786611,DIBRUGARH,ASSAM,27.18,95.11
847101,DARBHANGA,BIHAR,25.9169,85.0922
847203,DARBHANGA,BIHAR,25.91,86.1691
845432,PURBI CHAMPARAN,BIHAR,26.35456,84.908845
845433,PURBI CHAMPARAN,BIHAR,26.8522,84.78225
845305,PURBI CHAMPARAN,BIHAR,26.95632,26.6625
845434,PURBI CHAMPARAN,BIHAR,26.45526,84.742111
845435,PURBI CHAMPARAN,BIHAR,26.71578,84.8156
845456,PURBI CHAMPARAN,BIHAR,26.7592,84.76289
845436,PURBI CHAMPARAN,BIHAR,26.39995,85.24144
845437,PURBI CHAMPARAN,BIHAR,26.63105,84.79425
506103,MAHABUBABAD,TELANGANA,17.6962403,80.0020532
847303,DARBHANGA,BIHAR,25.9557,86.0981
495663,JANJGIR-CHAMPA,CHHATTISGARH,21.974503,82.36213
524421,SPSR NELLORE,ANDHRA PRADESH,14.6891984,79.3500649
524126,SPSR NELLORE,ANDHRA PRADESH,14.1691,79.85175
524323,SPSR NELLORE,ANDHRA PRADESH,14.3229045,79.9234628
524129,SPSR NELLORE,ANDHRA PRADESH,14.9717,79.19965
524345,SPSR NELLORE,ANDHRA PRADESH,14.3674,79.71155
524121,SPSR NELLORE,ANDHRA PRADESH,13.69695,80.07856
